0	0.575893
10	0.575893
20	0.575893
30	0.575893
40	0.575893
50	0.575893
60	0.575893
70	0.575893
80	0.575893
90	0.584821
100	0.607143
110	0.607143
120	0.607143
130	0.607143
140	0.607143
150	0.611607
160	0.620536
170	0.620536
180	0.620536
190	0.620536
200	0.620536
210	0.620536
220	0.620536
230	0.620536
240	0.620536
250	0.633929
260	0.633929
270	0.660714
280	0.660714
290	0.660714
300	0.660714
310	0.674107
320	0.674107
330	0.674107
340	0.674107
350	0.674107
360	0.674107
370	0.674107
380	0.674107
390	0.674107
400	0.674107
410	0.674107
420	0.674107
430	0.674107
440	0.683036
450	0.683036
460	0.683036
470	0.683036
480	0.683036
490	0.705357
500	0.705357
510	0.705357
520	0.705357
530	0.705357
540	0.705357
550	0.705357
560	0.705357
570	0.705357
580	0.705357
590	0.705357
600	0.71875
610	0.71875
620	0.71875
630	0.71875
640	0.71875
650	0.71875
660	0.71875
670	0.723214
680	0.723214
690	0.723214
700	0.723214
710	0.723214
720	0.723214
730	0.727679
740	0.727679
750	0.741071
760	0.741071
770	0.741071
780	0.741071
790	0.741071
800	0.745536
810	0.745536
820	0.745536
830	0.745536
840	0.745536
850	0.754464
860	0.758929
870	0.763393
880	0.763393
890	0.763393
900	0.763393
910	0.763393
920	0.763393
930	0.763393
940	0.767857
950	0.767857
960	0.767857
970	0.767857
980	0.767857
990	0.767857
1000	0.772321
1010	0.772321
1020	0.772321
1030	0.772321
1040	0.772321
1050	0.772321
1060	0.772321
1070	0.78125
1080	0.78125
1090	0.78125
1100	0.78125
1110	0.794643
1120	0.794643
1130	0.794643
1140	0.794643
1150	0.794643
1160	0.794643
1170	0.794643
1180	0.794643
1190	0.794643
1200	0.794643
1210	0.803571
1220	0.803571
1230	0.803571
1240	0.803571
1250	0.803571
1260	0.803571
1270	0.803571
1280	0.803571
1290	0.8125
1300	0.8125
1310	0.8125
1320	0.8125
1330	0.8125
1340	0.821429
1350	0.821429
1360	0.821429
1370	0.821429
1380	0.825893
1390	0.825893
1400	0.825893
1410	0.825893
1420	0.825893
1430	0.825893
1440	0.830357
1450	0.830357
1460	0.830357
1470	0.834821
1480	0.839286
1490	0.839286
1500	0.839286
1510	0.839286
1520	0.839286
1530	0.839286
1540	0.839286
1550	0.84375
1560	0.84375
1570	0.857143
1580	0.857143
1590	0.857143
1600	0.857143
1610	0.857143
1620	0.857143
1630	0.857143
1640	0.857143
1650	0.861607
1660	0.861607
1670	0.861607
1680	0.861607
1690	0.861607
1700	0.861607
1710	0.866071
1720	0.866071
1730	0.866071
1740	0.879464
1750	0.879464
1760	0.879464
1770	0.879464
1780	0.879464
1790	0.879464
1800	0.879464
1810	0.879464
1820	0.879464
1830	0.879464
1840	0.879464
1850	0.879464
1860	0.879464
1870	0.879464
1880	0.879464
1890	0.879464
1900	0.879464
1910	0.879464
1920	0.879464
1930	0.879464
1940	0.879464
1950	0.892857
1960	0.892857
1970	0.892857
1980	0.892857
1990	0.90625
2000	0.90625
2010	0.90625
2020	0.90625
2030	0.90625
2040	0.90625
2050	0.90625
2060	0.90625
2070	0.90625
2080	0.90625
2090	0.90625
2100	0.90625
2110	0.90625
2120	0.90625
2130	0.90625
2140	0.90625
2150	0.90625
2160	0.90625
2170	0.90625
2180	0.915179
2190	0.915179
2200	0.915179
2210	0.915179
2220	0.915179
2230	0.915179
2240	0.915179
2250	0.915179
2260	0.915179
2270	0.915179
2280	0.915179
2290	0.915179
2300	0.915179
2310	0.915179
2320	0.915179
2330	0.915179
2340	0.915179
2350	0.915179
2360	0.915179
2370	0.915179
2380	0.915179
2390	0.919643
2400	0.919643
2410	0.928571
2420	0.928571
2430	0.928571
2440	0.928571
2450	0.928571
2460	0.928571
2470	0.928571
2480	0.928571
2490	0.928571
2500	0.928571
